customer_id,signup_month,plan,region,tenure_months,monthly_charges,support_tickets,usage_score,churn
CUST1444,2024-09,Enterprise,West,19,65.81,2,49.6,0
CUST1445,2024-12,Pro,West,14,21.12,3,54.0,0
CUST1446,2025-09,Basic,West,12,6.1,5,49.4,0
CUST1447,2024-01,Pro,East,10,23.77,3,54.7,0
CUST1448,2024-01,Pro,South,20,21.02,1,43.1,0
CUST1449,2025-03,Basic,North,21,8.54,2,67.7,0
CUST1450,2024-02,Pro,North,18,30.08,0,66.2,0
CUST1451,2025-10,Enterprise,North,11,59.2,2,66.9,0
CUST1452,2025-04,Enterprise,East,2,57.24,3,58.8,0
CUST1453,2024-08,Basic,West,18,13.38,4,56.4,0
CUST1454,2025-01,Basic,South,7,12.32,0,88.8,0
CUST1455,2025-09,Enterprise,East,15,45.53,1,61.3,0
CUST1456,2024-01,Pro,West,11,28.74,1,85.3,0
CUST1457,2025-04,Basic,East,18,12.51,1,40.1,0
CUST1458,2024-07,Enterprise,South,23,56.68,0,71.8,0
CUST1459,2024-05,Enterprise,West,12,39.76,1,45.3,0
CUST1460,2025-10,Pro,East,6,27.59,2,48.9,0
CUST1461,2025-11,Pro,South,20,28.02,3,51.8,0
CUST1462,2024-03,Basic,North,23,8.89,4,50.5,0
CUST1463,2024-12,Basic,South,13,7.87,1,50.6,0
CUST1464,2025-04,Basic,North,20,10.61,4,84.3,0
CUST1465,2025-07,Pro,East,16,23.64,1,60.9,0
CUST1466,2024-05,Basic,West,18,8.35,2,64.5,0
CUST1467,2025-10,Basic,West,10,9.67,1,50.9,0
CUST1468,2025-02,Basic,East,23,10.94,2,77.1,0
CUST1469,2024-05,Pro,West,8,27.07,5,67.1,0
CUST1470,2025-03,Enterprise,West,18,59.71,2,53.8,0
CUST1471,2025-05,Basic,North,21,5.43,0,28.3,0
CUST1472,2025-02,Basic,East,1,10.48,2,64.3,0
CUST1473,2025-08,Pro,South,23,22.46,2,71.5,0
CUST1474,2024-05,Basic,North,8,7.32,2,40.4,0
CUST1475,2024-12,Basic,East,6,11.1,1,54.1,0
CUST1476,2025-04,Basic,North,5,9.53,5,70.7,1
CUST1477,2025-04,Basic,South,15,12.3,1,28.6,0
CUST1478,2025-09,Basic,South,22,10.81,1,47.0,0
CUST1479,2024-07,Basic,East,15,8.23,3,67.5,0
CUST1480,2024-04,Basic,South,2,9.6,4,82.1,1
CUST1481,2024-01,Enterprise,North,1,48.82,4,100.0,1
CUST1482,2024-05,Basic,South,23,9.75,0,99.2,0
CUST1483,2025-11,Pro,North,23,26.47,1,62.9,0
CUST1484,2024-10,Pro,North,11,24.56,2,50.3,0
CUST1485,2025-10,Basic,South,10,12.01,1,78.5,0
CUST1486,2024-05,Pro,East,18,23.92,1,49.1,0
CUST1487,2024-04,Basic,West,18,10.45,1,44.8,0
CUST1488,2024-02,Enterprise,South,17,71.57,5,53.9,0
CUST1489,2025-08,Basic,North,8,9.96,3,51.4,0
CUST1490,2024-10,Basic,North,15,9.97,4,68.3,0
CUST1491,2025-07,Basic,South,8,12.91,1,48.0,0
CUST1492,2024-01,Enterprise,East,17,71.48,1,61.7,0
CUST1493,2025-12,Pro,East,12,19.59,1,91.9,0
CUST1494,2024-05,Pro,North,8,23.96,1,62.4,0
CUST1495,2025-01,Basic,North,14,10.55,1,90.3,0
CUST1496,2024-04,Pro,East,4,20.17,2,84.0,0
CUST1497,2025-04,Basic,West,1,8.33,0,71.8,0
CUST1498,2025-12,Enterprise,South,1,53.59,2,52.9,0
CUST1499,2025-04,Basic,North,19,8.62,7,80.8,0
